contract_reference,status,start_date,end_date,next_contract_payment_due_date,cumulative_amount_paid,expected_cumulative_amount_paid,nominal_contract_value,deposit_amount,birthdate,gender,l3_entity_id,name,expected_payment_progression
abc0440,Active,2022-02-05T09:29:39.454867,,2022-08-02T01:22:04.713171,13100.00,17137.04,21485.64,2150.00,1981-09-11,1,5121,Group Loan 30th Jan_22,0.797604353419307
abc0441,Active,2022-03-10T10:34:11.208184,,2022-05-07T03:41:09.649171,4036.00,7226.79,7226.79,2886.00,,0,5121,Group Loan  IPP,1.0
abc0442,Completed,2022-03-01T08:43:08.316164,2022-03-01T08:43:08.316164,2022-03-01T08:43:08.316164,0.00,0.00,0.00,0.00,1991-06-16,1,5121,Cash Sales IPP,1.0
abc0443,Active,2022-03-05T06:42:23.209891,,2022-12-10T10:42:16.458836,12500.00,10255.02,13230.64,3984.00,1988-02-02,1,5121,Group Loan 30th Jan_22,0.7750962916381974
abc0444,Active,2022-02-21T13:40:07.238719,,2022-06-19T22:56:16.917852,3870.00,5663.85,7005.64,2097.00,1987-11-25,0,5121,Group Loan 30th Jan_22,0.808470032716497
abc0445,Completed,2022-02-28T14:21:42.5463,2022-06-15T17:43:34.560763,2022-07-04T14:20:35.660294,7058.00,7058.00,7058.00,1271.00,1999-06-10,0,5121,Individual Loan IPP,1.0
abc0446,Active,2022-03-11T12:43:46.915619,,2022-04-30T01:31:17.677041,2720.00,5213.81,7035.64,2115.00,1981-01-01,0,5121,Group Loan 30th Jan_22,0.7410569614136028
abc0447,Completed,2022-03-04T12:03:08.64966,2022-07-13T15:38:34.178437,2023-01-01T11:57:12.934411,3930.64,3043.26,3930.64,1173.00,1989-09-13,1,5121,Group Loan 30th Jan_22,0.7742403272749476
abc0448,Active,2022-01-31T08:09:50.802357,,2022-07-19T03:14:01.479617,7530.00,10317.72,12935.64,1295.00,1970-01-01,1,5121,Group Loan 30th Jan_22,0.7976195998033341
abc0449,Active,2022-02-05T09:58:59.804214,,2022-05-16T07:12:05.271948,2510.00,5448.12,6830.64,683.00,1988-09-13,1,5121,Group Loan 30th Jan_22,0.7976002248691192
abc0450,Active,2022-03-07T11:46:12.261765,,2022-09-18T19:22:04.285625,15021.00,15710.24,20075.64,6510.00,1956-01-01,0,5121,Group Loan 30th Jan_22,0.7825523868728469
abc0451,Active,2022-02-09T10:47:04.087686,,2022-11-22T10:29:40.03209,12800.00,10780.36,13515.64,1353.00,1952-01-01,1,5121,Group Loan 30th Jan_22,0.7976211263395592
abc0452,Active,2022-02-28T13:07:28.370205,,2022-09-25T04:06:12.269384,18140.00,18193.10,23595.64,6638.00,1952-01-01,0,5121,Group Loan 30th Jan_22,0.7710365135253802
abc0453,Active,2022-02-28T11:47:06.803684,,2022-05-07T03:27:13.086529,1000.00,2660.76,3745.64,374.00,1962-01-01,1,5121,Group Loan 30th Jan_22,0.7103619141188154
abc0454,Active,2022-03-01T08:28:36.480024,,2022-12-08T01:27:01.977087,9850.00,8045.18,10385.64,3112.00,1963-01-01,1,5121,Group Loan 30th Jan_22,0.7746446054359674
abc0455,Active,2022-03-18T10:01:01.421174,,2022-08-01T08:35:39.513575,12200.00,14531.63,18685.64,7466.00,,0,5121,Group Loan 30th Jan_22,0.7776897125279091
abc0456,Active,2022-03-07T12:00:59.033423,,2022-10-15T00:58:45.401308,14300.00,13802.76,17810.64,5356.00,1971-05-03,1,5121,Group Loan 30th Jan_22,0.7749727129401301
abc0457,Active,2022-03-11T09:34:33.147765,,2022-06-07T17:18:03.788619,11640.00,19514.27,20684.14,6205.00,,1,5121,Group Loan 7th Mar 2022,0.9434412066443179
abc0458,Active,2022-02-10T13:13:31.846268,,2022-10-31T12:35:14.105346,7021.00,6397.20,8020.64,802.00,1983-11-11,0,5121,Group Loan 30th Jan_22,0.7975922120928006
abc0459,Active,2022-03-29T13:20:14.110912,,2022-08-28T02:53:19.442365,4000.00,4369.92,5840.64,2328.00,,0,5121,Group Loan 30th Jan_22,0.7481919789612097
abc0460,Active,2022-03-01T08:47:15.465281,,2022-06-19T21:02:09.404304,1500.00,2660.76,3745.64,374.00,1993-04-06,1,5121,Group Loan 30th Jan_22,0.7103619141188154
abc0461,Active,2022-04-25T12:44:18.445181,,2022-06-17T15:46:50.715991,4900.00,10508.00,10508.00,1889.00,1978-01-01,0,5121,Individual Loan IPP - Old,1.0
abc0462,Completed,2022-02-01T10:21:01.644808,2022-02-01T10:21:01.644808,2022-02-01T10:21:01.644808,0.00,0.00,0.00,0.00,1960-01-01,1,5121,Cash Sales IPP,1.0
abc0463,Active,2022-03-04T13:37:12.275227,,2022-09-13T06:33:39.859085,5700.00,6163.60,8610.64,859.00,1976-08-14,1,5121,Group Loan 30th Jan_22,0.7158120650729795
abc0464,Active,2022-03-25T08:20:06.729751,,2022-12-17T14:09:45.396894,12465.00,10079.48,13465.64,5378.00,,1,5121,Group Loan 30th Jan_22,0.7485333040241682
abc0465,Active,2022-02-12T06:21:05.219728,,2022-04-19T14:24:28.859463,1039.00,2982.10,3955.64,394.00,1990-01-01,0,5121,Group Loan 30th Jan_22,0.7538855912064799
abc0466,Active,2022-03-03T06:30:08.54737,,2022-09-22T10:30:33.926292,5700.00,5824.62,7520.64,2250.00,1969-06-06,1,5121,Group Loan 30th Jan_22,0.7744846183303549
abc0467,Active,2022-03-03T05:57:00.001622,,2022-05-28T10:22:09.635036,10035.00,14163.00,14163.00,2551.00,1983-08-27,1,5121,Individual Loan IPP,1.0
abc0468,Completed,2022-03-10T08:21:41.056013,2022-03-10T08:21:41.056013,2022-03-10T08:21:41.056013,0.00,0.00,0.00,0.00,1959-01-01,1,5121,Cash Sales IPP,1.0
abc0469,Active,2022-03-24T10:06:56.523914,,2022-05-23T20:08:10.70685,8655.00,13570.93,17450.64,6972.00,,0,5121,Group Loan 30th Jan_22,0.7776752027432805
abc0470,Active,2022-03-10T14:17:10.275496,,2022-03-24T14:17:10.275496,6169.00,20561.79,20561.79,6169.00,1968-01-01,0,5121,Group Loan  IPP,1.0
abc0471,Active,2022-03-19T08:15:21.050085,,2022-10-03T09:56:33.085225,5500.00,5469.70,7035.64,2806.00,1969-01-29,0,5121,Group Loan 30th Jan_22,0.777427497711651
abc0472,Active,2022-02-28T07:33:49.334487,,2022-10-15T02:33:11.866629,2880.00,2660.76,3745.64,374.00,1975-07-10,0,5121,Group Loan 30th Jan_22,0.7103619141188154
abc0473,Completed,2022-02-10T07:10:57.144712,2022-06-03T11:44:15.670215,2022-06-16T07:10:57.144714,6878.00,6878.00,6878.00,1238.00,1962-01-01,1,5121,Individual Loan IPP,1.0
abc0474,Active,2022-02-03T09:26:07.850925,,2022-10-03T06:46:01.603829,9988.00,9838.60,12335.64,1233.00,1964-01-01,0,5121,Group Loan 30th Jan_22,0.797575156214027
abc0475,Completed,2022-02-10T09:53:04.047041,2022-04-20T09:33:48.184828,2022-06-16T09:55:15.304162,7193.00,7193.00,7193.00,1295.00,1948-10-28,0,5121,Individual Loan IPP,1.0
abc0476,Active,2022-02-18T10:52:59.047864,,2022-06-24T06:27:08.278634,7000.00,11786.50,15637.49,1549.00,,1,5121,Group Loan 30th Jan_22,0.7537334955929628
abc0477,Completed,2022-02-09T12:50:46.24754,2022-06-08T06:44:09.485185,2022-06-15T12:48:41.023664,3768.00,3768.00,3768.00,677.00,,1,5121,Individual Loan IPP,1.0
abc0478,Active,2022-02-22T07:17:41.990031,,2022-06-18T02:36:23.686605,12398.00,13398.00,13398.00,2413.00,,1,5121,Individual Loan IPP,1.0
abc0479,Active,2022-02-18T08:08:02.900542,,2022-04-21T10:31:50.722292,4549.00,12449.14,12449.14,2014.00,1985-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0480,Active,2022-03-10T07:36:17.633882,,2022-11-28T23:46:25.928036,7600.00,6507.28,8400.64,2517.00,,1,5121,Group Loan 30th Jan_22,0.7746171720249886
abc0481,Completed,2022-03-15T07:16:32.493297,2022-05-05T10:58:12.11569,2023-01-12T07:20:18.427131,13230.64,10044.79,13230.64,4626.00,1928-01-01,0,5121,Group Loan 30th Jan_22,0.7592066596929551
abc0482,Active,2022-02-22T13:44:30.045967,,2022-10-23T12:58:56.986681,11460.00,10843.65,13410.64,4020.00,1985-07-02,1,5121,Group Loan 30th Jan_22,0.8085855708601528
abc0483,Completed,2022-02-10T08:19:42.439886,2022-09-20T13:47:40.833156,2022-09-10T08:10:36.219826,9024.14,9024.14,9024.14,1343.00,2022-01-29,1,5121,Group Loan 7th Mar 2022,1.0
abc0484,Active,2022-02-28T13:43:58.349581,,2022-10-12T17:06:35.900361,5700.21,5426.06,7005.64,2097.00,1954-05-01,0,5121,Group Loan 30th Jan_22,0.7745273807960443
abc0485,Active,2022-02-28T07:19:12.641357,,2022-05-28T22:59:47.710062,5180.00,7058.00,7058.00,1271.00,1953-07-05,1,5121,Individual Loan IPP,1.0
abc0486,Active,2022-02-21T11:40:47.409288,,2022-07-19T07:14:44.263,10460.00,13569.10,16793.08,4999.00,,1,5121,Group Loan 30th Jan_22,0.808017350003692
abc0487,Active,2022-03-03T09:01:13.686169,,2022-08-25T03:58:38.292265,14717.00,16545.94,21376.58,6365.00,1986-11-15,0,5121,Group Loan 30th Jan_22,0.7740218500807894
abc0488,Active,2022-02-21T12:16:39.014968,,2022-12-21T10:22:59.608741,4065.00,3286.50,4065.64,1215.00,1968-08-01,0,5121,Group Loan 30th Jan_22,0.8083598154288132
abc0489,Active,2022-02-23T11:52:40.677441,,2022-07-09T05:37:01.547006,11817.00,16064.05,19865.64,5959.00,1988-12-22,0,5121,Group Loan 30th Jan_22,0.8086349093208173
abc0490,Completed,2022-02-07T07:13:45.992584,2022-05-31T08:24:34.51218,2022-06-13T07:14:32.802824,10843.00,10843.00,10843.00,2574.00,1995-08-14,1,5121,Individual Loan IPP,1.0
abc0491,Completed,2022-03-05T08:12:24.301199,2022-09-08T19:11:03.722111,2023-01-02T08:12:18.603366,13410.64,10388.74,13410.64,4020.00,1971-03-26,1,5121,Group Loan 30th Jan_22,0.7746639981387913
abc0492,Active,2022-03-02T12:36:36.545238,,2022-09-30T08:53:25.965612,20614.00,20624.14,20624.14,6187.00,1953-11-23,1,5121,Group Loan 7th Mar 2022,1.0
abc0493,Active,2022-02-28T08:56:56.997405,,2022-07-28T01:13:18.366749,10450.46,13309.42,13404.14,4020.00,1995-04-10,0,5121,Group Loan 7th Mar 2022,0.992933526507482
abc0494,Completed,2022-07-06T12:21:10.038749,2022-07-06T12:21:10.038749,2022-07-06T12:21:10.038749,0.00,0.00,0.00,0.00,1974-03-13T09:00:00,1,5087,Cash Sales,1.0
abc0495,Active,2022-03-10T10:17:30.234523,,2022-05-06T06:02:08.927537,5497.00,10529.86,13585.64,4090.00,1972-08-19,1,5121,Group Loan 30th Jan_22,0.7750727974537821
abc0496,Active,2022-03-17T12:43:55.169798,,2022-04-08T20:38:17.595226,5220.00,12141.79,12141.79,4852.00,,0,5121,Group Loan  IPP,1.0
abc0497,Active,2022-03-18T11:10:47.599741,,2022-04-19T22:31:43.8623,3200.00,6687.80,7029.14,2806.00,1972-01-01,0,5121,Group Loan 7th Mar 2022,0.951439294138401
abc0498,Completed,2022-02-03T10:37:51.264717,2022-02-03T10:37:51.264717,2022-02-03T10:37:51.264717,0.00,0.00,0.00,0.00,1964-01-01,1,5121,Cash Sales IPP,1.0
abc0499,Active,2022-04-26T12:09:36.824103,,2022-06-08T14:31:18.499976,3370.00,5062.20,7335.64,2926.00,1989-09-12,1,5121,Group Loan 30th Jan_22,0.6900829375487346
abc0500,Completed,2022-03-03T10:47:11.511639,2022-03-03T10:47:11.511639,2022-03-03T10:47:11.511639,0.00,0.00,0.00,0.00,1951-02-10,0,5121,Cash Sales IPP,1.0
abc0501,Active,2022-03-10T07:19:34.713418,,2022-07-10T17:54:54.460044,2000.00,2908.36,2929.14,875.00,1975-03-20,1,5121,Group Loan 7th Mar 2022,0.9929057675631755
abc0502,Active,2022-03-25T07:38:05.59326,,2022-06-19T23:32:49.206321,7439.00,10116.88,13515.64,5398.00,,0,5121,Group Loan 30th Jan_22,0.7485313311097366
abc0503,Active,2022-03-03T07:19:33.298153,,2022-04-06T11:48:04.704782,5019.00,13423.64,13519.14,4054.00,1975-12-21,1,5121,Group Loan 7th Mar 2022,0.9929359411915255
abc0504,Active,2022-02-10T09:11:02.563258,,2022-08-12T06:58:39.213065,3650.00,4069.14,4069.14,1217.00,1963-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0505,Active,2022-02-24T06:38:49.617141,,2022-06-10T10:03:08.762021,6800.00,10869.14,10869.14,3258.00,1968-01-01,0,5121,Group Loan 7th Mar 2022,1.0
abc0506,Active,2022-03-30T12:07:13.794908,,2022-05-12T04:05:12.606423,2227.00,4166.44,4584.14,1828.00,1991-06-14,1,5121,Group Loan 7th Mar 2022,0.9088814914029676
abc0507,Active,2022-02-22T13:48:45.07077,,2022-05-13T20:56:03.988377,7101.00,13289.14,13289.14,3986.00,1996-10-25,1,5121,Group Loan 7th Mar 2022,1.0
abc0508,Active,2022-03-17T10:18:13.154779,,2022-03-31T23:34:04.450116,4650.00,12529.35,13224.14,4626.00,1983-01-01,0,5121,Group Loan 7th Mar 2022,0.9474604775811508
abc0509,Completed,2022-02-03T07:53:40.398546,2022-07-18T03:47:39.130401,2022-09-03T07:51:24.08725,17159.14,17159.14,17159.14,5147.00,1988-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0510,Active,2022-03-08T13:39:38.825122,,2022-09-07T01:02:45.353618,11942.00,13137.30,13224.14,4626.00,1972-12-24,1,5121,Group Loan 7th Mar 2022,0.99343322136638
abc0511,Completed,2022-02-11T12:44:39.066108,2022-05-26T14:55:33.013621,2022-09-11T12:41:19.65465,6999.14,6999.14,6999.14,2097.00,1996-12-19,1,5121,Group Loan 7th Mar 2022,1.0
abc0512,Active,2022-02-14T12:58:44.5563,,2022-07-03T16:22:30.971394,12721.00,17134.14,17134.14,5141.00,1969-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0513,Completed,2022-02-03T10:10:58.423572,2022-09-06T06:55:16.760921,2022-09-03T10:11:03.414756,13289.14,13289.14,13289.14,3986.00,1978-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0514,Completed,2022-02-10T12:48:31.430521,2022-02-10T12:48:31.430521,2022-02-10T12:48:31.430521,0.00,0.00,0.00,0.00,,1,5121,Cash Sales IPP,1.0
abc0515,Active,2022-02-18T07:52:52.376404,,2022-05-18T02:48:35.155363,7500.00,13289.14,13289.14,3986.00,1978-01-14,0,5121,Group Loan 7th Mar 2022,1.0
abc0516,Active,2022-02-02T08:50:16.890188,,2022-08-06T23:13:50.182304,6631.00,7314.14,7314.14,2190.00,1947-03-22,1,5121,Group Loan 7th Mar 2022,1.0
abc0517,Active,2022-03-11T11:41:43.210798,,2022-09-28T07:43:12.330382,14580.00,14320.55,15179.14,4553.00,1958-01-01,1,5121,Group Loan 7th Mar 2022,0.9434361894020347
abc0518,Completed,2022-02-17T12:06:35.23161,2022-06-14T07:54:32.489812,2022-06-23T12:06:35.23161,12368.00,12368.00,12368.00,2226.00,1950-01-31,1,5121,Individual Loan IPP,1.0
abc0519,Completed,2022-03-25T11:37:35.434944,2022-09-10T17:50:29.725746,2022-10-23T11:39:07.820188,21594.14,19630.12,21594.14,8632.00,1975-01-01,1,5121,Group Loan 7th Mar 2022,0.9090484733358216
abc0520,Active,2022-02-02T09:27:20.726743,,2022-08-17T06:29:22.2431,6600.00,6999.14,6999.14,2097.00,1957-02-15,1,5121,Group Loan 7th Mar 2022,1.0
abc0521,Active,2022-03-10T10:55:30.451575,,2022-09-12T18:29:35.437107,13455.00,14694.52,14799.14,4437.00,1982-05-02,1,5121,Group Loan 7th Mar 2022,0.9929306702957064
abc0522,Completed,2022-02-02T12:55:38.878308,2022-08-13T07:49:32.616682,2022-09-02T12:52:19.466848,6999.14,6999.14,6999.14,2097.00,1968-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0523,Active,2022-03-29T10:45:34.60874,,2022-06-08T07:55:56.640316,8450.00,14168.00,14168.00,2549.00,2022-01-31,1,5121,Individual Loan IPP,1.0
abc0524,Active,2022-02-21T12:09:14.367332,,2022-04-04T16:22:41.900813,6500.00,16264.14,16264.14,4880.00,1969-01-01,0,5121,Group Loan 7th Mar 2022,1.0
abc0525,Active,2022-02-28T06:57:20.322224,,2022-04-27T06:38:04.252571,4200.00,7314.14,7314.14,2190.00,,0,5121,Group Loan 7th Mar 2022,1.0
abc0526,Active,2022-03-17T06:31:36.591028,,2022-05-23T17:17:02.818156,8200.00,13890.62,14599.14,5834.00,1987-01-01,0,5121,Group Loan 7th Mar 2022,0.9514683741645056
abc0527,Active,2022-03-23T09:41:13.683817,,2022-06-19T04:49:56.925612,4380.00,6687.80,7029.14,2806.00,1986-01-01,1,5121,Group Loan 7th Mar 2022,0.951439294138401
abc0528,Active,2022-03-08T05:55:04.682794,,2022-09-18T12:58:18.570076,9702.00,10276.08,10349.14,3112.00,,0,5121,Group Loan 7th Mar 2022,0.9929404762134825
abc0529,Completed,2022-03-08T13:56:53.284146,2022-03-08T13:56:53.284146,2022-10-06T14:16:57.045901,1154.14,1145.88,1154.14,342.00,,1,5121,Group Loan 7th Mar 2022,0.9928431559429532
abc0530,Completed,2022-03-03T05:12:25.565521,2022-03-03T05:12:25.565521,2022-03-03T05:12:25.565521,0.00,0.00,0.00,0.00,1975-07-18,1,5121,Cash Sales IPP,1.0
abc0531,Active,2022-04-25T10:01:20.914236,,2022-05-12T21:19:10.762392,1614.00,7868.00,7868.00,1414.00,,1,5121,Individual Loan IPP,1.0
abc0532,Active,2022-03-07T09:02:07.148421,,2022-06-09T16:53:22.343662,2217.00,3772.22,3799.14,1137.00,,1,5121,Group Loan 7th Mar 2022,0.992914185842059
abc0533,Active,2022-02-28T13:37:17.03382,,2022-04-05T11:30:17.781043,2715.00,7148.28,7199.14,2157.00,1987-10-19,0,5121,Group Loan 7th Mar 2022,0.9929352672680348
abc0534,Active,2022-04-25T10:07:42.010375,,2022-07-23T09:52:37.611144,5974.00,9264.60,12128.00,2180.00,,1,5121,Individual Loan IPP,0.7639017150395778
abc0535,Active,2022-03-30T09:42:31.416715,,2022-05-06T17:57:17.81033,6552.00,12662.08,13929.14,5566.00,1980-07-05,0,5121,Group Loan 7th Mar 2022,0.9090353029691711
abc0536,Active,2022-03-30T09:39:19.275734,,2022-04-15T17:00:47.664624,5755.00,12866.68,14154.14,5656.00,1988-02-12,1,5121,Group Loan 7th Mar 2022,0.9090400405817661
abc0537,Active,2022-03-22T11:33:21.819701,,2022-05-23T19:33:29.714005,3800.00,7118.00,7118.00,1281.00,2022-02-01,1,5121,Individual Loan IPP,1.0
abc0538,Completed,2022-02-10T08:03:09.670775,2022-02-10T08:03:09.670775,2022-02-10T08:03:09.670775,0.00,0.00,0.00,0.00,1968-04-05,1,5121,Cash Sales IPP,1.0
abc0539,Active,2022-03-01T10:08:21.205513,,2022-05-21T02:08:21.205514,5666.00,10504.36,10579.14,3172.00,1982-10-10,1,5121,Group Loan 7th Mar 2022,0.9929313724934163
abc0540,Active,2022-03-10T08:02:43.991438,,2022-07-09T00:39:18.149966,7304.00,7604.00,7604.00,1281.00,1976-06-06,1,5121,Individual Loan IPP,1.0
abc0541,Active,2022-02-17T07:16:10.739303,,2022-08-21T15:29:30.37636,12100.00,13359.14,13359.14,4007.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0542,Active,2022-02-17T05:56:51.763772,,2022-06-17T03:43:57.564471,11036.00,16038.75,19835.64,5946.00,1956-02-01,0,5121,Group Loan 30th Jan_22,0.8085824304131352
abc0543,Active,2022-03-31T08:23:40.50089,,2022-05-25T18:49:30.930984,3427.00,5287.24,7065.64,2818.00,1972-02-07,0,5121,Group Loan 30th Jan_22,0.7483030553495508
abc0544,Active,2022-02-16T08:19:20.830403,,2022-09-16T04:05:36.045757,6675.00,6679.14,6679.14,2000.00,1999-09-29,1,5121,Group Loan 7th Mar 2022,1.0
abc0545,Active,2022-04-11T08:57:43.309293,,2022-05-14T12:26:23.224782,4526.00,14226.20,14226.20,2526.00,1963-01-01,1,5121,Individual Loan IPP,1.0
abc0546,Active,2022-02-15T13:29:13.061231,,2022-06-21T07:17:21.083627,9640.00,13814.14,13814.14,4141.00,1958-08-27,1,5121,Group Loan 7th Mar 2022,1.0
abc0547,Completed,2022-02-23T08:00:43.584407,2022-09-02T15:25:06.350445,2022-06-29T07:57:17.370368,2288.00,2288.00,2288.00,411.00,1991-12-11,1,5121,Individual Loan IPP,1.0
abc0548,Active,2022-03-05T07:22:55.328331,,2022-04-10T16:48:36.211248,2690.00,7059.14,7059.14,2115.00,1956-05-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0549,Active,2022-03-09T09:35:17.307257,,2022-08-09T06:15:13.734376,10650.00,13364.14,13459.14,4054.00,1957-01-01,1,5121,Group Loan 7th Mar 2022,0.9929415995375633
abc0550,Completed,2022-03-01T13:17:31.495358,2022-08-22T20:01:02.505095,2022-09-29T13:14:09.562825,23164.14,23000.52,23164.14,6947.00,1981-05-02,1,5121,Group Loan 7th Mar 2022,0.9929364958077442
abc0551,Active,2022-02-10T09:43:52.829333,,2022-03-17T13:28:49.189974,5055.00,13656.54,13656.54,4046.00,1952-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0552,Active,2022-02-23T07:22:46.004193,,2022-07-17T18:23:27.664015,5577.00,7166.54,7166.54,1677.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0553,Completed,2022-03-23T13:44:36.206799,2022-09-17T18:27:45.064234,2022-10-21T13:45:23.494204,23982.87,22813.47,23982.87,9512.00,1960-12-31,0,5121,Group Loan 7th Mar 2022,0.951240197691102
abc0554,Completed,2022-03-08T10:23:33.840244,2022-09-07T03:03:07.347005,2022-10-06T10:22:43.103267,10319.14,10246.18,10319.14,3094.00,1983-01-01,1,5121,Group Loan 7th Mar 2022,0.992929643361753
abc0555,Active,2022-02-14T11:43:34.501223,,2022-07-16T07:16:48.627986,14395.00,18321.54,18321.54,5446.00,1996-11-08,1,5121,Group Loan 7th Mar 2022,1.0
abc0556,Active,2022-03-02T12:56:13.194198,,2022-09-03T21:33:36.452447,12350.00,13553.84,13650.74,3984.00,1987-03-19,1,5121,Group Loan 7th Mar 2022,0.9929014837290873
abc0557,Active,2022-03-09T11:34:48.024087,,2022-07-06T17:18:50.511134,9196.00,13137.30,13224.14,4626.00,1954-01-01,0,5121,Group Loan 7th Mar 2022,0.99343322136638
abc0558,Active,2022-02-15T06:54:38.787421,,2022-10-22T21:35:35.72431,11750.00,10912.55,13495.64,4046.00,1949-02-15,1,5121,Group Loan 30th Jan_22,0.8085981843024859
abc0559,Active,2022-04-04T09:23:28.522084,,2022-04-18T12:24:19.507182,8224.00,18917.48,20828.46,8216.00,1974-09-29,1,5121,Group Loan 7th Mar 2022,0.9082514981904567
abc0560,Active,2022-04-05T08:16:08.564953,,2022-06-09T11:39:58.701938,4030.00,6607.48,7269.14,2902.00,1989-08-22,1,5121,Group Loan 7th Mar 2022,0.9089768528326597
abc0561,Completed,2022-02-22T06:13:58.732417,2022-09-02T10:13:10.022756,2022-09-22T06:13:00.939775,13289.14,13289.14,13289.14,3986.00,1945-01-07,1,5121,Group Loan 7th Mar 2022,1.0
abc0562,Active,2022-02-17T07:39:05.583506,,2022-07-09T23:10:20.766644,8301.00,10999.14,10999.14,3296.00,1970-06-30,1,5121,Group Loan 7th Mar 2022,1.0
abc0563,Active,2022-03-17T07:05:30.405091,,2022-09-30T13:35:22.744238,6881.00,6848.37,7259.14,2175.00,1959-01-01,1,5121,Group Loan 7th Mar 2022,0.9434134070978105
abc0564,Active,2022-03-04T08:12:03.573871,,2022-10-01T20:27:24.72829,4062.00,4040.24,4069.14,1217.00,1967-01-01,1,5121,Group Loan 7th Mar 2022,0.9928977621807065
abc0565,Completed,2022-02-16T11:43:39.534443,2022-08-19T18:09:59.714984,2022-09-16T11:41:28.491039,13584.14,13584.14,13584.14,4073.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0566,Completed,2022-02-22T12:30:27.59639,2022-08-30T09:42:55.94864,2022-09-22T12:27:08.18493,6999.14,6999.14,6999.14,2097.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0567,Completed,2022-02-10T06:56:39.602729,2022-05-01T12:52:46.380393,2022-06-16T06:57:14.83927,13398.00,13398.00,13398.00,2413.00,1964-03-12,1,5121,Individual Loan IPP,1.0
abc0568,Active,2022-04-04T09:16:14.176381,,2022-10-01T20:54:48.38338,6829.00,6852.78,7574.24,2902.00,1985-01-01,1,5121,Group Loan 7th Mar 2022,0.9047481991592555
abc0569,Active,2022-03-24T12:22:11.687151,,2022-07-26T23:59:30.553719,11400.00,11528.00,11528.00,2070.00,,1,5121,Individual Loan IPP,1.0
abc0570,Active,2022-03-09T09:37:09.507175,,2022-09-25T15:37:45.858571,6900.00,7148.28,7199.14,2157.00,1974-01-01,1,5121,Group Loan 7th Mar 2022,0.9929352672680348
abc0571,Active,2022-03-15T06:06:43.894251,,2022-07-05T20:28:30.994949,12300.00,13638.00,13638.00,2456.00,1947-02-01,0,5121,Individual Loan IPP,1.0
abc0572,Active,2022-03-03T09:48:55.313672,,2022-09-10T05:40:44.262953,6475.00,6949.68,6999.14,2097.00,,1,5121,Group Loan 7th Mar 2022,0.9929334175341542
abc0573,Active,2022-03-04T13:27:28.86225,,2022-09-06T22:41:30.752504,6365.00,6949.68,6999.14,2097.00,1974-01-01,1,5121,Group Loan 7th Mar 2022,0.9929334175341542
abc0574,Active,2022-03-11T09:13:19.307383,,2022-09-26T10:04:58.201812,7946.00,7794.30,8345.84,2241.00,1974-02-10,1,5121,Group Loan 7th Mar 2022,0.9339143812965501
abc0575,Active,2022-03-29T12:19:29.685391,,2022-07-27T18:24:13.20949,11760.00,14956.79,14956.79,5978.00,1987-03-18,0,5121,Group Loan  IPP,1.0
abc0576,Active,2022-03-09T10:01:16.281323,,2022-05-19T21:29:56.652703,8050.00,13398.00,13398.00,2412.00,1953-01-01,0,5121,Individual Loan IPP,1.0
abc0577,Completed,2022-03-09T07:49:26.165463,2022-08-24,2022-10-07T07:49:09.811636,6399.14,6353.86,6399.14,1916.00,1933-01-01,0,5121,Group Loan 7th Mar 2022,0.9929240491691071
abc0578,Active,2022-03-29T14:32:27.41598,,2022-07-28T03:26:44.181969,10066.00,12712.96,13929.14,5566.00,1991-01-01,0,5121,Group Loan 7th Mar 2022,0.9126880769379876
abc0579,Active,2022-03-29T12:27:36.451842,,2022-04-12T14:30:20.387067,3090.00,7030.24,7734.14,3088.00,1999-04-19,0,5121,Group Loan 7th Mar 2022,0.9089879417750389
abc0580,Completed,2022-02-18T07:24:01.590184,2022-07-17T11:15:56.625155,2022-06-24T07:24:36.826726,13398.00,13398.00,13398.00,2413.00,1963-01-01,1,5121,Individual Loan IPP,1.0
abc0581,Completed,2022-02-15T12:31:01.869266,2022-06-05T17:01:09.833938,2022-06-21T12:31:37.105805,13398.00,13398.00,13398.00,2413.00,1969-04-04,1,5121,Individual Loan IPP,1.0
abc0582,Active,2022-03-07T05:48:36.164984,,2022-09-30T05:54:49.242991,16940.00,17122.36,17244.14,5191.00,1947-01-01,1,5121,Group Loan 7th Mar 2022,0.9929378907849276
abc0583,Active,2022-03-11T07:42:17.155757,,2022-09-10T09:56:26.401779,18595.00,19487.60,20594.14,6901.00,,1,5121,Group Loan 7th Mar 2022,0.9462691814273381
abc0584,Active,2022-02-23T08:54:41.032815,,2022-03-14T03:40:01.921401,4310.00,13604.14,13604.14,4080.00,1992-01-06,1,5121,Group Loan 7th Mar 2022,1.0
